PR186	10/12/1999	Heliconius	hybrid erato x himera	cyrbia x himera	m		Reared
PR187	4/12/1999	Heliconius	himera		f		Reared
PR188	7/12/1999	Heliconius	erato	cyrbia	f		Reared
PR189	7/12/1999	Heliconius	hybrid erato x himera	cyrbia x himera	f		Reared
PR190	7/12/1999	Heliconius	himera		f		Reared
PR191	4/12/1999	Heliconius	hybrid erato x himera	cyrbia x himera	f		Reared
PR192	1/12/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR193	2/12/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR194	2/12/1999	Heliconius	himera		f		Reared
PR195	5/12/1999	Heliconius	himera		f		Reared
PR196	9/12/1999	Heliconius	himera		f		Reared
PR197	3/12/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR198	4/12/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR199	2/12/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR200	12/12/1999	Heliconius	hybrid erato x himera	cyrbia x himera	f		Reared
PR201	11/12/1999	Heliconius	hybrid erato x himera	cyrbia x himera	m		Reared
PR202	12/15/1999	Heliconius	hybrid erato x himera	cyrbia x himera	m		Reared
PR203	12/15/1999	Heliconius	himera		f		Reared
PR204	3/12/1999	Heliconius	himera		m		Reared
PR205	3/12/1999	Heliconius	himera		f	Unknown wether or not wild or reared assuming Reared Get WOM or NIC to fix	Reared
PR206	3/12/1999	Heliconius	himera		f	Unknown wether or not wild or reared assuming Reared Get WOM or NIC to fix	Reared
PR207	3/12/1999	Heliconius	himera		m	Unknown wether or not wild or reared assuming Reared Get WOM or NIC to fix	Reared
PR208	3/12/1999	Heliconius	himera		f		Reared
TT01	12/23/1999	Heliconius	melpomene	melpomene	m		Wild
TT02	12/24/1999	Heliconius	melpomene	melpomene	m		Wild
TT03	12/24/1999	Heliconius	melpomene	melpomene	f		Wild
TT04	12/24/1999	Heliconius	melpomene	melpomene	f		Wild
TT05	12/24/1999	Heliconius	erato	hydara	f		Wild
TT06	12/24/1999	Heliconius	erato	hydara	m		Wild
TT07	12/24/1999	Heliconius	erato	hydara	m		Wild
TT08	12/24/1999	Heliconius	ricini?		m		Wild
TT09	12/24/1999	Heliconius	ricini?		m		Wild
TT10	12/27/1999	Heliconius	erato	hydara	m		Wild
TT11	12/27/1999	Heliconius	erato	hydara	m		Wild
TT12	12/27/1999	Heliconius	erato	hydara	f		Wild
TT14	12/27/1999	Heliconius	melpomene	melpomene	f		Wild
PR209	12/31/1999	Heliconius	hybrid erato x himera	etylus x himera	m		Reared
PR210	1/1/2000	Heliconius	erato	cyrbia	f		Reared
PR211	1/1/2000	Heliconius	himera		m		Reared
PR212	1/19/2000	Heliconius	erato	notabilis	m		Reared
PR213	1/19/2000	Heliconius	himera		f		Reared
PR214	1/19/2000	Heliconius	himera		f		Reared
PR215	1/19/2000	Heliconius	himera		m		Reared
PR216	1/19/2000	Heliconius	erato	etylus	f		Reared
PR217	1/15/2000	Heliconius	erato	etylus	f		Reared
PR218	12/30/1999	Heliconius	himera		f		Reared
PR219	12/29/1999	Heliconius	erato	etylus	m		Reared
PR220	1/16/2000	Heliconius	himera		f		Reared
PR221	1/16/2000	Heliconius	himera		m		Reared
PR222	1/16/2000	Heliconius	erato	etylus	f		Reared
PR223	12/30/1999	Heliconius	hybrid erato x himera	cyrbia x himera	f		Reared
PR224	1/14/2000	Heliconius	erato	etylus	f		Reared
PR225	12/30/1999	Heliconius	hybrid erato x himera	cyrbia x himera	f		Reared
PR226	12/30/1999	Heliconius	himera		f		Reared
PR227	12/1/2000	Heliconius	himera		f		Reared
PR228	1/13/2000	Heliconius	himera		f		Reared
PR229	1/13/2000	Heliconius	himera		f		Reared
